Id	Id Usuario	Id Musica	Dt Download
11990	22	1218	2021-02-13 16:47:18.490
11991	22	2552	2021-02-13 16:47:28.443
11992	22	150	2021-02-13 16:47:38.553
11993	22	1233	2021-02-13 16:48:58.367
11994	22	892	2021-02-13 16:51:43.447
11995	22	3060	2021-02-13 16:53:02.993
11996	22	2738	2021-02-13 16:53:25.993
11997	22	1700	2021-02-13 16:53:35.180
11998	22	306	2021-02-13 16:53:44.337
11999	22	1316	2021-02-13 16:53:53.837
12000	22	1179	2021-02-13 16:55:25.667
12001	22	1850	2021-02-13 16:56:18.620
12002	22	292	2021-02-13 16:56:32.870
12003	22	1159	2021-02-13 16:56:56.933
12004	22	280	2021-02-13 17:00:33.560
12005	22	2582	2021-02-13 17:01:11.030
12006	16	273	2021-02-13 17:21:44.663
12007	16	183	2021-02-13 17:21:44.663
12008	36	1039	2021-02-13 17:23:33.267
12009	16	2259	2021-02-13 17:23:53.070
12010	16	102	2021-02-13 17:23:53.070
12011	16	2642	2021-02-13 17:23:53.070
12012	16	1438	2021-02-13 17:23:53.070
12013	16	402	2021-02-13 17:23:53.070
12014	16	2525	2021-02-13 17:23:53.070
12015	16	939	2021-02-13 17:23:53.070
12016	16	503	2021-02-13 17:23:53.070
12017	16	2996	2021-02-13 17:23:53.070
12018	16	2374	2021-02-13 17:23:53.070
12019	16	2853	2021-02-13 17:23:53.070
12020	2	205	2021-02-13 17:36:35.833
12021	2	2125	2021-02-13 17:36:35.833
12022	14	684	2021-01-28 20:59:33.340
12023	32	117	2021-01-29 01:14:58.840
12024	16	1661	2021-01-29 08:24:06.337
12025	16	2233	2021-01-29 08:24:34.760
12026	16	97	2021-01-29 08:24:47.617
12027	23	2988	2021-01-29 08:28:33.330
12028	23	397	2021-01-29 08:32:27.187
12029	23	1877	2021-01-29 08:36:53.820
12030	4	588	2021-01-29 12:34:06.060
12031	36	670	2021-01-29 13:57:30.817
12032	36	2217	2021-01-29 13:57:30.817
12033	36	1408	2021-01-29 13:57:30.817
12034	36	3049	2021-01-29 14:08:57.793
12035	36	1425	2021-01-29 14:08:57.793
12036	36	84	2021-01-29 14:08:57.793
12037	36	804	2021-01-29 14:08:57.793
12038	56	3011	2021-01-29 14:45:14.153
12039	22	1886	2021-01-29 15:11:41.180
12040	32	2107	2021-01-29 15:22:43.940
12041	32	670	2021-01-29 15:22:43.940
12042	36	2561	2021-01-29 15:32:08.850
12043	36	783	2021-01-29 15:32:08.850
12044	36	2558	2021-01-29 15:32:08.850
12045	36	1860	2021-01-29 15:32:08.850
12046	36	761	2021-01-29 15:32:08.850
12047	36	269	2021-01-29 15:32:08.850
12048	36	1302	2021-01-29 15:32:08.850
12049	36	222	2021-01-29 15:32:08.850
12050	36	1545	2021-01-29 15:32:08.850
12051	36	970	2021-01-29 15:32:08.850
12052	36	1368	2021-01-29 15:32:08.850
12053	63	2088	2021-01-29 15:55:59.387
12054	28	22	2021-01-29 16:20:31.663
12055	28	622	2021-01-29 16:20:44.850
12056	63	3082	2021-01-29 17:29:41.160
12057	24	1497	2021-01-29 17:33:21.310
12058	60	273	2021-01-29 18:58:15.017
12059	59	300	2021-01-30 10:03:23.403
12060	3	401	2021-01-30 16:31:04.773
12061	22	426	2021-01-30 17:02:12.133
12062	22	3038	2021-01-30 17:02:26.570
12063	22	1524	2021-01-30 17:04:38.823
12064	22	2389	2021-01-30 17:04:51.963
12065	22	2413	2021-01-30 17:05:08.150
12066	22	908	2021-01-30 17:10:37.607
12067	1	2465	2021-01-30 18:06:14.633
12068	51	2577	2021-01-30 18:34:48.690
12069	39	2056	2021-01-30 19:28:55.183
12070	8	2697	2021-01-30 19:44:24.247
12071	51	1056	2021-01-30 20:50:29.647
12072	51	1056	2021-01-30 20:58:40.993
12073	46	941	2021-01-30 21:15:07.363
12074	20	597	2021-01-30 21:38:58.297
12075	20	3037	2021-01-30 21:39:58.013
12076	20	1365	2021-01-30 21:45:52.007
12077	20	279	2021-01-30 21:47:07.833
12078	20	242	2021-01-30 21:47:56.130
12079	35	2914	2021-01-30 21:51:10.310
12080	35	1024	2021-01-30 21:52:34.170
12081	35	908	2021-01-30 21:52:52.310
12082	20	2238	2021-01-30 21:53:01.153
12083	35	2988	2021-01-30 21:53:12.293
12084	20	2362	2021-01-30 22:01:51.813
12085	20	2723	2021-01-30 22:05:26.277
12086	20	1010	2021-01-30 22:08:19.617
12087	20	1937	2021-01-30 22:09:55.130
12088	20	2338	2021-01-30 22:17:22.663
12089	20	985	2021-01-30 22:18:28.913
12090	20	1178	2021-01-30 22:20:31.270
12091	20	158	2021-01-30 22:26:39.713
12092	54	411	2021-01-30 22:32:15.923
12093	54	1912	2021-01-30 22:32:51.237
12094	54	25	2021-01-30 22:33:09.313
12095	54	416	2021-01-30 22:33:24.690
12096	20	2205	2021-01-30 22:35:05.467
12097	54	475	2021-01-30 22:37:58.260
12098	20	2099	2021-01-30 22:43:32.160
12099	20	2481	2021-01-30 22:43:54.237
12100	20	1193	2021-01-30 22:45:28.280
12101	20	149	2021-01-30 22:51:52.617
12102	54	2949	2021-01-30 23:38:24.100
12103	54	2743	2021-01-31 00:26:05.123
12104	54	2046	2021-01-31 00:26:32.763
12105	54	2872	2021-01-31 00:32:45.143
12106	54	3084	2021-01-31 00:34:20.127
12107	54	488	2021-01-31 00:36:31.437
12108	54	1079	2021-01-31 00:37:43.637
12109	54	354	2021-01-31 00:39:35.150
12110	54	2443	2021-01-31 01:41:26.550
12111	54	2378	2021-01-31 01:44:04.343
12112	57	1151	2021-01-31 08:01:22.507
12113	37	132	2021-01-31 09:24:20.297
12114	37	870	2021-01-31 09:24:23.093
12115	37	1908	2021-01-31 09:25:26.873
12116	37	365	2021-01-31 09:25:35.437
12117	8	941	2021-01-31 12:47:35.330
12118	8	1591	2021-01-31 12:48:12.963
12119	14	2108	2021-01-31 14:36:37.827
12120	24	1539	2021-01-31 16:38:34.190
12121	24	1061	2021-01-31 16:44:24.230
12122	24	2493	2021-01-31 16:54:54.980
12123	53	2589	2021-01-31 19:38:37.727
12124	53	1501	2021-01-31 19:38:37.727
12125	46	252	2021-01-31 20:00:30.653
12126	28	389	2021-02-01 00:41:03.437
12127	28	410	2021-02-01 00:48:19.427
12128	34	2413	2021-02-01 03:25:05.440
12129	34	1676	2021-02-01 03:27:00.983
12130	34	568	2021-02-01 03:37:16.580
12131	34	2189	2021-02-01 03:37:23.423
12132	10	2335	2021-02-01 07:03:43.533
12133	20	2978	2021-02-01 07:13:10.237
12134	20	2362	2021-02-01 07:14:05.907
12135	10	1818	2021-02-01 07:23:27.393
12136	10	1669	2021-02-01 07:23:54.453
12137	20	1947	2021-02-01 08:29:25.127
12138	38	2376	2021-02-01 09:05:20.937
12139	38	1082	2021-02-01 09:05:55.623
12140	38	2362	2021-02-01 09:06:13.200
12141	38	943	2021-02-01 09:07:01.417
12142	55	139	2021-02-01 09:38:30.167
12143	36	291	2021-02-01 10:05:12.233
12144	36	1164	2021-02-01 10:06:03.967
12145	36	365	2021-02-01 10:06:17.403
12146	36	592	2021-02-01 10:07:59.667
12147	49	161	2021-02-01 10:13:30.517
12148	3	392	2021-02-01 10:14:05.433
12149	49	2890	2021-02-01 10:15:03.563
12150	49	586	2021-02-01 10:15:19.893
12151	49	1277	2021-02-01 10:15:30.143
12152	49	3026	2021-02-01 10:16:04.297
12153	3	771	2021-02-01 10:16:16.310
12154	49	2765	2021-02-01 10:17:48.200
12155	3	1004	2021-02-01 10:18:16.670
12156	49	1786	2021-02-01 10:18:33.230
12157	49	65	2021-02-01 10:18:47.153
12158	49	2638	2021-02-01 10:19:01.590
12159	49	1545	2021-02-01 10:20:07.010
12160	49	1994	2021-02-01 10:20:29.010
12161	49	2783	2021-02-01 10:20:39.527
12162	49	2105	2021-02-01 10:21:02.650
12163	49	752	2021-02-01 10:21:12.853
12164	49	2919	2021-02-01 10:21:22.447
12165	49	2388	2021-02-01 10:21:30.963
12166	49	423	2021-02-01 10:21:44.680
12167	49	2402	2021-02-01 10:22:57.210
12168	49	91	2021-02-01 10:23:06.740
12169	16	1231	2021-02-01 10:24:09.693
12170	49	1894	2021-02-01 10:25:02.223
12171	49	501	2021-02-01 10:26:26.877
12172	49	2432	2021-02-01 10:26:38.190
12173	49	473	2021-02-01 10:26:48.907
12174	49	2738	2021-02-01 10:27:25.407
12175	49	3008	2021-02-01 10:27:34.390
12176	14	1949	2021-01-28 21:55:37.493
12177	14	2921	2021-01-28 21:55:37.493
12178	14	795	2021-01-28 21:55:37.493
12179	14	2678	2021-01-28 21:55:37.493
12180	14	2793	2021-01-28 21:55:37.493
12181	4	838	2021-01-29 11:24:01.503
12182	49	2637	2021-01-29 11:25:53.063
12183	32	1199	2021-01-29 15:22:43.940
12184	32	2269	2021-01-29 15:22:43.940
12185	32	795	2021-01-29 15:22:43.940
12186	32	3064	2021-01-29 15:22:43.940
12187	36	2949	2021-01-29 15:32:08.850
12188	36	629	2021-01-29 15:32:08.850
12189	36	331	2021-01-29 15:32:08.850
12190	49	121	2021-02-01 10:28:09.827
12191	49	2872	2021-02-01 10:28:19.390
12192	49	2464	2021-02-01 10:28:28.313
12193	49	1961	2021-02-01 10:29:10.310
12194	49	1529	2021-02-01 10:29:32.373
12195	14	1889	2021-02-01 11:25:20.373
12196	60	1238	2021-02-01 11:30:05.147
12197	60	2675	2021-02-01 11:31:27.817
12198	60	2071	2021-02-01 11:32:49.800
12199	55	1263	2021-02-01 11:33:19.063
12200	60	846	2021-02-01 11:33:36.203
12201	14	461	2021-02-01 11:34:01.360
12202	60	2822	2021-02-01 11:34:02.983
12203	14	1050	2021-02-01 11:34:16.640
12204	14	2431	2021-02-01 11:34:30.063
12205	60	1304	2021-02-01 11:34:31.717
12206	55	1930	2021-02-01 11:35:07.060
12207	55	2555	2021-02-01 11:35:45.543
12208	55	691	2021-02-01 11:36:05.107
12209	33	970	2021-02-01 11:42:18.573
12210	49	302	2021-02-01 11:46:54.043
12211	49	1505	2021-02-01 11:48:17.823
12212	14	445	2021-02-01 12:00:02.150
12213	16	1366	2021-02-01 13:19:17.887
12214	16	180	2021-02-01 13:23:20.300
12215	16	1955	2021-02-01 13:26:26.157
12216	16	2103	2021-02-01 13:30:07.463
12217	4	1001	2021-02-01 13:31:58.337
12218	23	204	2021-02-01 14:10:32.317
12219	23	985	2021-02-01 14:13:48.763
12220	23	1255	2021-02-01 14:14:15.857
12221	58	1073	2021-02-01 14:14:41.310
12222	37	426	2021-02-01 14:36:45.997
12223	48	738	2021-02-01 14:41:40.193
12224	26	1877	2021-02-01 14:57:11.327
12225	26	349	2021-02-01 14:58:16.107
12226	26	52	2021-02-01 14:58:59.480
12227	26	164	2021-02-01 14:59:12.543
12228	26	2789	2021-02-01 14:59:26.903
12229	42	3020	2021-02-01 15:48:23.427
12230	42	1118	2021-02-01 15:48:41.503
12231	42	699	2021-02-01 15:49:33.067
12232	42	2180	2021-02-01 15:51:57.093
12233	12	719	2021-02-01 15:53:54.577
12234	48	348	2021-02-01 15:57:55.327
12235	47	1941	2021-02-01 16:09:10.613
12236	47	1197	2021-02-01 16:09:10.613
12237	47	136	2021-02-01 16:22:25.810
12238	8	1388	2021-02-01 16:29:41.687
12239	8	75	2021-02-01 17:14:36.850
12240	60	894	2021-02-01 18:50:41.400
12241	60	157	2021-02-01 18:53:37.557
12242	8	1209	2021-02-01 19:28:04.647
12243	3	406	2021-02-01 19:50:41.787
12244	2	2763	2021-02-01 19:57:36.777
12245	60	1373	2021-02-01 20:58:17.683
12246	60	321	2021-02-01 20:58:17.683
12247	60	963	2021-02-01 20:58:17.683
12248	60	2096	2021-02-01 20:58:17.683
12249	14	1416	2021-02-01 22:02:03.637
12250	14	950	2021-02-01 22:02:03.637
12251	14	651	2021-02-01 22:02:03.637
12252	14	987	2021-02-01 22:02:03.637
12253	14	2587	2021-02-01 22:02:03.637
12254	14	1403	2021-02-01 22:02:03.637
12255	14	2767	2021-02-01 22:02:03.637
12256	14	1476	2021-02-01 22:47:34.927
12257	14	781	2021-02-01 22:47:34.927
12258	14	564	2021-02-01 22:47:34.927
12259	14	2554	2021-02-01 22:47:34.927
12260	14	1220	2021-02-01 22:47:34.927
12261	14	1591	2021-02-01 22:47:34.927
12262	14	230	2021-02-01 22:47:34.927
12263	14	930	2021-02-01 22:47:34.927
12264	14	1988	2021-02-01 22:47:34.927
12265	14	2093	2021-02-01 22:47:34.927
12266	14	2560	2021-02-01 22:47:34.927
12267	14	1732	2021-02-01 22:47:34.927
12268	14	2785	2021-02-01 22:47:34.927
12269	14	894	2021-02-01 22:47:34.927
12270	14	1599	2021-02-01 22:47:34.927
12271	14	736	2021-02-01 22:47:34.927
12272	14	1248	2021-02-01 22:47:34.927
12273	14	327	2021-02-01 22:47:34.927
12274	14	928	2021-02-01 22:47:34.927
12275	14	1002	2021-02-01 22:47:34.927
12276	14	2280	2021-02-01 22:47:34.927
12277	14	1041	2021-02-01 22:47:34.927
12278	14	1095	2021-02-01 22:47:34.927
12279	14	2894	2021-02-01 22:47:34.927
12280	14	2834	2021-02-01 22:47:34.927
12281	14	1384	2021-02-01 22:47:34.927
12282	14	1926	2021-02-01 22:47:34.927
12283	14	313	2021-02-01 22:47:34.927
12284	14	2062	2021-02-01 22:47:34.927
12285	32	1446	2021-02-02 02:56:31.610
12286	32	2103	2021-02-02 02:56:59.797
12287	12	2643	2021-02-02 06:43:11.820
12288	20	2160	2021-02-02 06:48:09.547
12289	20	2643	2021-02-02 06:51:34.090
12290	63	838	2021-02-02 08:03:09.027
12291	22	2701	2021-02-02 08:22:57.317
12292	48	92	2021-02-02 08:31:51.870
12293	42	2641	2021-02-02 08:47:03.363
12294	42	1290	2021-02-02 08:54:16.633
12295	63	1445	2021-02-02 08:56:47.413
12296	27	2658	2021-02-02 08:57:32.553
12297	27	2261	2021-02-02 08:58:03.443
12298	27	1399	2021-02-02 08:58:51.287
12299	27	91	2021-02-02 08:59:38.367
12300	27	701	2021-02-02 09:00:17.227
12301	27	2945	2021-02-02 09:00:32.197
12302	33	2203	2021-02-02 09:23:20.280
12303	33	2560	2021-02-02 09:48:31.360
12304	33	457	2021-02-02 09:51:00.283
12305	33	659	2021-02-02 09:51:35.347
12306	33	2223	2021-02-02 09:52:14.613
12307	33	2477	2021-02-02 09:52:54.830
12308	22	29	2021-02-02 10:03:58.680
12309	26	1562	2021-02-02 10:19:52.117
12310	49	2180	2021-02-02 10:29:48.297
12311	26	1621	2021-02-02 10:32:04.293
12312	16	1255	2021-02-02 10:34:46.630
12313	16	459	2021-02-02 10:34:46.630
12314	12	596	2021-02-02 11:42:32.353
12315	57	3019	2021-02-02 12:00:38.957
12316	46	2507	2021-02-02 12:13:53.963
12317	56	2881	2021-02-02 14:27:14.527
12318	56	1436	2021-02-02 14:30:05.537
12319	56	2269	2021-02-02 14:30:05.537
12320	56	1737	2021-02-02 14:31:03.270
12321	56	2932	2021-02-02 14:33:16.283
12322	56	455	2021-02-02 14:36:18.950
12323	49	2730	2021-02-02 15:09:36.607
12324	51	670	2021-02-02 15:10:35.687
12325	49	520	2021-02-02 15:10:52.840
12326	49	2237	2021-02-02 15:11:14.637
12327	49	217	2021-02-02 15:12:20.917
12328	49	2048	2021-02-02 15:14:14.740
12329	49	1145	2021-02-02 15:14:23.630
12330	32	2296	2021-01-28 23:37:29.467
12331	37	437	2021-01-29 04:19:08.747
12332	37	1135	2021-01-29 04:21:51.227
12333	37	1838	2021-01-29 04:27:37.123
12334	34	1534	2021-01-29 04:54:32.133
12335	16	1575	2021-01-29 08:57:41.917
12336	16	45	2021-01-29 08:57:53.523
12337	10	1818	2021-01-29 09:05:13.670
12338	10	1136	2021-01-29 09:11:31.317
12339	10	2322	2021-01-29 09:23:07.753
12340	25	2740	2021-01-29 10:13:45.707
12341	49	522	2021-01-29 11:26:26.440
12342	49	3062	2021-01-29 11:26:41.563
12343	63	997	2021-01-29 12:33:15.493
12344	36	647	2021-01-29 14:08:57.793
12345	36	1540	2021-01-29 14:08:57.793
12346	36	2138	2021-01-29 14:08:57.793
12347	36	3021	2021-01-29 14:08:57.793
12348	36	1981	2021-01-29 14:08:57.793
12349	36	909	2021-01-29 14:08:57.793
12350	63	2591	2021-01-29 15:08:47.330
12351	48	2152	2021-01-29 15:28:35.757
12352	63	774	2021-01-29 15:49:36.380
12353	63	568	2021-01-29 15:49:52.897
12354	63	2769	2021-01-29 15:49:59.457
12355	63	145	2021-01-29 15:50:07.003
12356	63	1979	2021-01-29 15:51:27.410
12357	19	2803	2021-01-29 15:58:50.740
12358	28	1974	2021-01-29 16:22:32.067
12359	28	1673	2021-01-29 16:22:42.520
12360	28	1955	2021-01-29 16:22:52.487
12361	60	2385	2021-01-29 17:35:49.913
12362	8	818	2021-01-29 17:39:02.960
12363	8	1760	2021-01-29 21:47:23.683
12364	40	78	2021-01-29 22:10:20.323
12365	40	2972	2021-01-29 22:10:40.137
12366	59	3034	2021-01-30 09:54:37.493
12367	62	1355	2021-01-30 10:00:58.420
12368	38	549	2021-01-30 10:03:40.727
12369	38	3044	2021-01-30 10:04:29.290
12370	30	2302	2021-01-30 16:00:08.707
12371	30	894	2021-01-30 16:00:32.363
12372	30	2785	2021-01-30 16:00:43.927
12373	30	2838	2021-01-30 16:01:11.880
12374	30	1384	2021-01-30 16:03:03.173
12375	30	757	2021-01-30 16:05:21.030
12376	30	1248	2021-01-30 16:05:48.200
12377	3	958	2021-01-30 16:28:19.803
12378	22	1665	2021-01-30 17:01:39.070
12379	22	2406	2021-01-30 17:02:49.243
12380	22	3020	2021-01-30 17:12:43.310
12381	51	2063	2021-01-30 18:12:12.330
12382	51	1675	2021-01-30 18:12:34.033
12383	39	472	2021-01-30 19:28:25.390
12384	20	3014	2021-01-30 21:29:19.983
12385	20	1683	2021-01-30 21:37:12.970
12386	20	2116	2021-01-30 21:44:03.977
12387	20	468	2021-01-30 21:51:43.560
12388	20	2523	2021-01-30 21:52:23.387
12389	20	2818	2021-01-30 22:10:40.643
12390	20	2753	2021-01-30 22:11:30.797
12391	20	3014	2021-01-30 22:12:46.577
12392	20	3061	2021-01-30 22:14:42.950
12393	20	740	2021-01-30 22:15:24.010
12394	20	2290	2021-01-30 22:27:27.667
12395	54	1735	2021-01-30 22:32:31.347
12396	54	2737	2021-01-30 22:37:30.277
12397	54	803	2021-01-30 22:37:45.450
12398	54	1568	2021-01-30 22:40:02.507
12399	20	42	2021-01-30 22:46:27.403
12400	20	2523	2021-01-30 22:47:47.810
12401	54	2642	2021-01-31 00:07:03.817
12402	54	1496	2021-01-31 00:27:11.857
12403	54	962	2021-01-31 00:41:01.993
12404	54	1853	2021-01-31 00:42:19.147
12405	54	1121	2021-01-31 00:43:08.910
12406	54	351	2021-01-31 01:42:35.470
12407	14	2550	2021-01-31 14:36:50.390
12408	46	2655	2021-01-31 18:28:40.410
12409	53	1501	2021-01-31 19:38:32.133
12410	53	362	2021-01-31 19:38:37.727
12411	16	337	2021-01-31 19:39:00.383
12412	34	2023	2021-02-01 03:26:33.593
12413	34	1425	2021-02-01 03:26:51.250
12414	20	1571	2021-02-01 07:12:06.583
12415	20	1536	2021-02-01 07:21:31.897
12416	10	2340	2021-02-01 07:40:05.557
12417	55	139	2021-02-01 09:39:00.447
12418	36	1989	2021-02-01 10:04:25.827
12419	36	132	2021-02-01 10:05:39.607
12420	36	870	2021-02-01 10:05:51.123
12421	49	1781	2021-02-01 10:13:01.737
12422	49	1389	2021-02-01 10:13:12.673
12423	49	1680	2021-02-01 10:13:20.957
12424	49	2093	2021-02-01 10:19:38.730
12425	16	838	2021-02-01 13:19:17.887
12426	4	1148	2021-02-01 13:25:47.690
12427	8	2425	2021-02-01 17:14:36.850
12428	60	1145	2021-02-01 20:58:17.683
12429	60	1145	2021-02-01 20:58:27.810
12430	20	1733	2021-02-01 21:31:54.433
12431	14	2034	2021-02-01 22:47:34.927
12432	14	2208	2021-02-01 22:47:34.927
12433	14	2010	2021-02-01 22:47:34.927
12434	14	157	2021-02-01 22:47:34.927
12435	14	543	2021-02-01 22:47:34.927
12436	14	2838	2021-02-01 22:47:34.927
12437	14	1686	2021-02-01 22:47:34.927
12438	14	2814	2021-02-01 22:47:34.927
12439	14	353	2021-02-01 22:47:34.927
12440	14	2886	2021-02-01 22:47:34.927
12441	14	2502	2021-02-01 22:47:34.927
12442	32	1955	2021-02-02 02:59:12.283
12443	12	2643	2021-02-02 06:48:18.987
12444	48	1681	2021-02-02 08:33:34.477
12445	42	1026	2021-02-02 08:55:53.803
12446	42	2001	2021-02-02 08:56:19.443
12447	24	2878	2021-02-02 10:07:06.200
12448	26	2455	2021-02-02 10:22:14.430
12449	26	2993	2021-02-02 10:27:36.553
12450	16	1787	2021-02-02 10:31:10.700
12451	16	1537	2021-02-02 10:34:46.630
12452	25	1897	2021-02-02 14:30:21.887
12453	49	1570	2021-02-02 15:09:28.137
12454	49	2062	2021-02-02 15:10:09.217
12455	49	2915	2021-02-02 15:11:53.150
12456	49	1502	2021-02-02 15:12:33.697
12457	49	1830	2021-02-02 15:13:01.197
12458	49	1679	2021-02-02 15:16:58.487
12459	49	1288	2021-02-02 15:17:39.643
12460	49	2075	2021-02-02 15:17:49.143
12461	49	2280	2021-02-02 15:18:04.453
12462	49	1476	2021-02-02 15:18:18.047
12463	49	2471	2021-02-02 15:19:29.077
12464	49	1955	2021-02-02 15:20:43.467
12465	49	294	2021-02-02 15:20:58.793
12466	49	216	2021-02-02 15:21:12.997
12467	49	2395	2021-02-02 15:21:26.263
12468	49	1526	2021-02-02 15:21:47.823
12469	49	218	2021-02-02 15:24:34.490
12470	49	2357	2021-02-02 15:24:47.070
12471	49	2528	2021-02-02 15:24:59.163
12472	49	2138	2021-02-02 15:25:30.867
12473	49	928	2021-02-02 15:26:02.397
12474	49	1425	2021-02-02 15:26:11.630
12475	33	2241	2021-02-02 15:27:12.783
12476	33	273	2021-02-02 15:27:34.003
12477	49	2809	2021-02-02 15:28:04.017
12478	33	2266	2021-02-02 15:28:09.813
12479	49	1526	2021-02-02 15:28:14.830
12480	49	2620	2021-02-02 15:28:32.313
12481	49	1668	2021-02-02 15:28:49.893
12482	49	1744	2021-02-02 15:29:15.453
12483	49	286	2021-02-02 15:33:02.637
12484	32	2897	2021-01-29 17:59:28.240
12485	32	1654	2021-01-29 18:00:03.163
12486	32	2620	2021-01-29 18:00:30.677
12487	42	1213	2021-01-29 19:16:19.617
12488	42	847	2021-01-29 19:17:11.663
12489	42	3078	2021-01-29 19:19:36.033
12490	42	2704	2021-01-29 19:20:24.330
12491	42	2174	2021-01-29 19:20:42.987
12492	8	1488	2021-01-29 21:47:23.683
12493	55	1162	2021-01-29 22:18:02.797
12494	63	2530	2021-01-29 23:18:46.587
12495	63	1453	2021-01-29 23:19:47.710
12496	54	2375	2021-01-30 01:23:47.057
12497	54	2835	2021-01-30 01:27:10.340
12498	54	1004	2021-01-30 01:35:30.687
12499	54	1951	2021-01-30 01:42:38.300
12500	49	2075	2021-01-30 08:37:52.733
12501	49	337	2021-01-30 08:38:45.950
12502	1	415	2021-01-30 09:06:08.177
12503	1	157	2021-01-30 09:10:55.577
12504	38	64	2021-01-30 09:13:26.027
12505	42	1869	2021-01-30 10:54:32.507
12506	60	330	2021-01-30 11:53:46.667
12507	30	2010	2021-01-30 15:56:16.277
12508	30	2897	2021-01-30 15:56:27.840
12509	30	2470	2021-01-30 16:00:21.427
12510	30	736	2021-01-30 16:01:01.940
12511	30	1926	2021-01-30 16:01:34.910
12512	30	2894	2021-01-30 16:02:02.207
12513	30	1220	2021-01-30 16:02:19.173
12514	30	1476	2021-01-30 16:02:50.813
12515	30	2029	2021-01-30 16:03:38.470
12516	30	2034	2021-01-30 16:04:19.343
12517	30	543	2021-01-30 16:06:31.683
12518	30	2502	2021-01-30 16:06:55.747
12519	30	1808	2021-01-30 16:15:28.777
12520	20	1460	2021-01-30 17:01:23.820
12521	22	2498	2021-01-30 17:05:19.933
12522	22	1189	2021-01-30 17:06:17.573
12523	8	599	2021-01-30 19:44:30.810
12524	20	1991	2021-01-30 21:35:24.833
12525	20	2408	2021-01-30 21:44:29.133
12526	20	2851	2021-01-30 21:49:41.657
12527	20	1136	2021-01-30 21:54:12.087
12528	20	1406	2021-01-30 22:09:10.800
12529	20	2344	2021-01-30 22:13:43.233
12530	20	1083	2021-01-30 22:15:54.603
12531	20	2063	2021-01-30 22:19:08.537
12532	20	1727	2021-01-30 22:21:04.677
12533	20	631	2021-01-30 22:23:56.203
12534	54	1848	2021-01-30 22:27:58.180
12535	20	568	2021-01-30 22:30:25.817
12536	20	958	2021-01-30 22:37:01.513
12537	54	612	2021-01-30 22:38:12.370
12538	20	2978	2021-01-30 22:38:46.447
12539	54	3001	2021-01-30 22:39:28.070
12540	54	2560	2021-01-30 22:40:16.350
12541	20	3069	2021-01-30 22:47:08.060
12542	20	345	2021-01-30 22:51:12.007
12543	54	972	2021-01-31 00:27:50.417
12544	54	2229	2021-01-31 00:28:24.807
12545	54	2991	2021-01-31 00:28:49.417
12546	54	1276	2021-01-31 00:29:08.323
12547	54	2809	2021-01-31 00:29:23.633
12548	54	329	2021-01-31 00:40:24.120
12549	54	69	2021-01-31 00:41:52.367
12550	54	1562	2021-01-31 00:42:44.460
12551	37	1989	2021-01-31 09:22:41.643
12552	37	2147	2021-01-31 09:23:20.237
12553	37	231	2021-01-31 09:23:42.110
12554	14	955	2021-01-31 14:43:56.677
12555	24	22	2021-01-31 16:43:24.857
12556	24	1863	2021-01-31 16:43:57.137
12557	24	293	2021-01-31 16:44:43.073
12558	24	1880	2021-01-31 16:45:02.993
12559	24	1880	2021-01-31 16:45:15.680
12560	46	1323	2021-01-31 18:29:02.173
12561	46	979	2021-01-31 18:34:58.400
12562	28	1624	2021-02-01 00:48:28.113
12563	28	965	2021-02-01 00:48:35.160
12564	28	3058	2021-02-01 00:48:55.317
12565	34	49	2021-02-01 03:25:55.423
12566	34	2893	2021-02-01 03:26:40.030
12567	56	1513	2021-02-01 06:26:10.680
12568	16	2808	2021-02-01 09:15:25.297
12569	49	1435	2021-02-01 10:17:08.733
12570	49	48	2021-02-01 10:18:08.030
12571	49	1262	2021-02-01 10:18:21.433
12572	3	1057	2021-02-01 10:19:06.920
12573	49	1290	2021-02-01 10:20:53.760
12574	49	1416	2021-02-01 10:22:00.900
12575	49	2478	2021-02-01 10:22:47.257
12576	49	2624	2021-02-01 10:25:10.037
12577	49	508	2021-02-01 10:25:18.707
12578	49	398	2021-02-01 10:28:40.437
12579	49	567	2021-02-01 10:29:01.123
12580	49	3018	2021-02-01 10:29:18.937
12581	20	669	2021-02-01 10:53:23.650
12582	1	2285	2021-02-01 10:56:06.337
12583	55	2796	2021-02-01 11:23:33.483
12584	14	156	2021-02-01 11:25:37.637
12585	55	2006	2021-02-01 11:25:43.167
12586	14	2403	2021-02-01 11:26:01.683
12587	55	2961	2021-02-01 11:26:19.777
12588	14	2222	2021-02-01 11:34:49.093
12589	14	480	2021-02-01 12:00:20.260
12590	33	1214	2021-02-01 13:07:51.913
12591	33	3012	2021-02-01 13:12:31.347
12592	4	1225	2021-02-01 13:28:34.263
12593	4	50	2021-02-01 13:29:45.247
12594	23	2197	2021-02-01 14:11:45.017
12595	23	1317	2021-02-01 14:12:23.343
12596	23	1667	2021-02-01 14:12:42.827
12597	23	2535	2021-02-01 14:13:12.123
12598	23	1731	2021-02-01 14:15:00.747
12599	58	1486	2021-02-01 14:15:52.260
12600	58	3067	2021-02-01 14:16:28.337
12601	58	2031	2021-02-01 15:55:44.513
12602	47	3002	2021-02-01 16:09:10.613
12603	47	2965	2021-02-01 16:09:10.613
12604	2	854	2021-02-01 19:57:18.760
12605	2	652	2021-02-01 19:57:49.103
